"scenario","year","category","hwp"
"3: Balanced Pathway",2022,"Timber",13030751.3472749
"3: Balanced Pathway",2023,"Fuel",0
"3: Balanced Pathway",2023,"Timber",13025916.7874027
"3: Balanced Pathway",2024,"Fuel",0
"3: Balanced Pathway",2024,"Timber",13059978.669059
"3: Balanced Pathway",2025,"Fuel",0
"3: Balanced Pathway",2025,"Timber",13061860.3577781
"3: Balanced Pathway",2026,"Fuel",0
"3: Balanced Pathway",2026,"Timber",12197954.192744
"3: Balanced Pathway",2027,"Fuel",0
"3: Balanced Pathway",2027,"Timber",12321517.450326
"3: Balanced Pathway",2028,"Fuel",0
"3: Balanced Pathway",2028,"Timber",12692042.3288677
"3: Balanced Pathway",2029,"Fuel",0
"3: Balanced Pathway",2029,"Timber",12960247.3001969
"3: Balanced Pathway",2030,"Fuel",0
"3: Balanced Pathway",2030,"Timber",13079694.2128649
"3: Balanced Pathway",2031,"Fuel",0
"3: Balanced Pathway",2031,"Timber",13242277.3863064
"3: Balanced Pathway",2032,"Fuel",0
"3: Balanced Pathway",2032,"Timber",13456750.9491711
"3: Balanced Pathway",2033,"Fuel",0
"3: Balanced Pathway",2033,"Timber",13671283.9704938
"3: Balanced Pathway",2034,"Fuel",0
"3: Balanced Pathway",2034,"Timber",13996424.5671502
"3: Balanced Pathway",2035,"Fuel",0
"3: Balanced Pathway",2035,"Timber",13776395.3766144
"3: Balanced Pathway",2036,"Fuel",0
"3: Balanced Pathway",2036,"Timber",12482126.2959932
"3: Balanced Pathway",2037,"Fuel",0
"3: Balanced Pathway",2037,"Timber",12722141.5959932
"3: Balanced Pathway",2038,"Fuel",0
"3: Balanced Pathway",2038,"Timber",12962158.4265499
"3: Balanced Pathway",2039,"Fuel",0
"3: Balanced Pathway",2039,"Timber",14414795.0288632
"3: Balanced Pathway",2040,"Fuel",0
"3: Balanced Pathway",2040,"Timber",14741535.0485155
"3: Balanced Pathway",2041,"Fuel",0
"3: Balanced Pathway",2041,"Timber",14817512.4016651
"3: Balanced Pathway",2042,"Fuel",0
"3: Balanced Pathway",2042,"Timber",15060743.0990725
"3: Balanced Pathway",2043,"Fuel",0
"3: Balanced Pathway",2043,"Timber",15300753.8452196
"3: Balanced Pathway",2044,"Fuel",0
"3: Balanced Pathway",2044,"Timber",15700732.070848
"3: Balanced Pathway",2045,"Fuel",0
"3: Balanced Pathway",2045,"Timber",16063778.3534585
"3: Balanced Pathway",2046,"Fuel",0
"3: Balanced Pathway",2046,"Timber",14919906.2389442
"3: Balanced Pathway",2047,"Fuel",0
"3: Balanced Pathway",2047,"Timber",15166214.1790135
"3: Balanced Pathway",2048,"Fuel",0
"3: Balanced Pathway",2048,"Timber",15406405.4743523
"3: Balanced Pathway",2049,"Fuel",0
"3: Balanced Pathway",2049,"Timber",15742755.4087058
"3: Balanced Pathway",2050,"Fuel",0
"3: Balanced Pathway",2050,"Timber",16087566.2061713
"3: Balanced Pathway",2051,"Fuel",0
"3: Balanced Pathway",2051,"Timber",17560667.4269653
"3: Balanced Pathway",2052,"Fuel",0
"3: Balanced Pathway",2052,"Timber",17563180.737641
"3: Balanced Pathway",2053,"Fuel",0
"3: Balanced Pathway",2053,"Timber",17563180.737641
"3: Balanced Pathway",2054,"Fuel",0
"3: Balanced Pathway",2054,"Timber",17661797.1771062
"3: Balanced Pathway",2055,"Fuel",277022.823182727
"3: Balanced Pathway",2055,"Timber",17756697.1156782
"3: Balanced Pathway",2056,"Fuel",277022.823182727
"3: Balanced Pathway",2056,"Timber",16993885.5895039
"3: Balanced Pathway",2057,"Fuel",277022.823182727
"3: Balanced Pathway",2057,"Timber",16996810.2239816
"3: Balanced Pathway",2058,"Fuel",277022.823182727
"3: Balanced Pathway",2058,"Timber",16996810.2239816
"3: Balanced Pathway",2059,"Fuel",277022.823182727
"3: Balanced Pathway",2059,"Timber",21596300.0579971
"3: Balanced Pathway",2060,"Fuel",276988.820560909
"3: Balanced Pathway",2060,"Timber",21674719.7245125
"3: Balanced Pathway",2061,"Fuel",276988.820560909
"3: Balanced Pathway",2061,"Timber",22004924.1222308
"3: Balanced Pathway",2062,"Fuel",276988.820560909
"3: Balanced Pathway",2062,"Timber",22039403.9993712
"3: Balanced Pathway",2063,"Fuel",276988.820560909
"3: Balanced Pathway",2063,"Timber",22039403.9993712
"3: Balanced Pathway",2064,"Fuel",935620.972504091
"3: Balanced Pathway",2064,"Timber",22045240.0220319
"3: Balanced Pathway",2065,"Fuel",935560.208559546
"3: Balanced Pathway",2065,"Timber",22146092.839456
"3: Balanced Pathway",2066,"Fuel",935560.208559546
"3: Balanced Pathway",2066,"Timber",19465701.1133267
"3: Balanced Pathway",2067,"Fuel",935560.208559546
"3: Balanced Pathway",2067,"Timber",19494319.912842
"3: Balanced Pathway",2068,"Fuel",935560.208559546
"3: Balanced Pathway",2068,"Timber",19494319.912842
"3: Balanced Pathway",2069,"Fuel",935727.253536818
"3: Balanced Pathway",2069,"Timber",19456341.7956891
"3: Balanced Pathway",2070,"Fuel",935621.782441364
"3: Balanced Pathway",2070,"Timber",21334214.2807503
"3: Balanced Pathway",2071,"Fuel",935621.782441364
"3: Balanced Pathway",2071,"Timber",21313842.7622813
"3: Balanced Pathway",2072,"Fuel",935621.782441364
"3: Balanced Pathway",2072,"Timber",21524199.3905507
"3: Balanced Pathway",2073,"Fuel",935621.782441364
"3: Balanced Pathway",2073,"Timber",21524199.3905507
"3: Balanced Pathway",2074,"Fuel",935623.759305
"3: Balanced Pathway",2074,"Timber",21497006.5600704
"3: Balanced Pathway",2075,"Fuel",935769.844643182
"3: Balanced Pathway",2075,"Timber",22617163.7508765
"3: Balanced Pathway",2076,"Fuel",935769.844643182
"3: Balanced Pathway",2076,"Timber",17398119.2427299
"3: Balanced Pathway",2077,"Fuel",935769.844643182
"3: Balanced Pathway",2077,"Timber",17414234.9507352
"3: Balanced Pathway",2078,"Fuel",935769.844643182
"3: Balanced Pathway",2078,"Timber",17414234.9507352
"3: Balanced Pathway",2079,"Fuel",935696.206472727
"3: Balanced Pathway",2079,"Timber",20565857.9880888
"3: Balanced Pathway",2080,"Fuel",935698.410346364
"3: Balanced Pathway",2080,"Timber",25026407.8948655
"3: Balanced Pathway",2081,"Fuel",935698.410346364
"3: Balanced Pathway",2081,"Timber",25029149.4470547
"3: Balanced Pathway",2082,"Fuel",935698.410346364
"3: Balanced Pathway",2082,"Timber",25176486.7503754
"3: Balanced Pathway",2083,"Fuel",935698.410346364
"3: Balanced Pathway",2083,"Timber",25176486.7503754
"3: Balanced Pathway",2084,"Fuel",935738.441835
"3: Balanced Pathway",2084,"Timber",25102653.9511803
"3: Balanced Pathway",2085,"Fuel",658767.567102273
"3: Balanced Pathway",2085,"Timber",26642801.0470879
"3: Balanced Pathway",2086,"Fuel",658767.567102273
"3: Balanced Pathway",2086,"Timber",26643295.5205384
"3: Balanced Pathway",2087,"Fuel",658767.567102273
"3: Balanced Pathway",2087,"Timber",26765082.9891302
"3: Balanced Pathway",2088,"Fuel",658767.567102273
"3: Balanced Pathway",2088,"Timber",26765082.9891302
"3: Balanced Pathway",2089,"Fuel",658743.844738636
"3: Balanced Pathway",2089,"Timber",26639544.9774508
"3: Balanced Pathway",2090,"Fuel",658743.844738636
"3: Balanced Pathway",2090,"Timber",25596099.7727827
"3: Balanced Pathway",2091,"Fuel",658743.844738636
"3: Balanced Pathway",2091,"Timber",25840576.2906364
"3: Balanced Pathway",2092,"Fuel",658743.844738636
"3: Balanced Pathway",2092,"Timber",26914111.7545775
"3: Balanced Pathway",2093,"Fuel",935766.667921364
"3: Balanced Pathway",2093,"Timber",26966759.2336673
"3: Balanced Pathway",2094,"Fuel",277022.823182727
"3: Balanced Pathway",2094,"Timber",26840918.45842
"3: Balanced Pathway",2095,"Fuel",277022.823182727
"3: Balanced Pathway",2095,"Timber",27116234.0496191
"3: Balanced Pathway",2096,"Fuel",277022.823182727
"3: Balanced Pathway",2096,"Timber",27116235.1320397
"3: Balanced Pathway",2097,"Fuel",277022.823182727
"3: Balanced Pathway",2097,"Timber",27183650.1072289
"3: Balanced Pathway",2098,"Fuel",276988.820560909
"3: Balanced Pathway",2098,"Timber",27261591.9666098
"3: Balanced Pathway",2099,"Fuel",276988.820560909
"3: Balanced Pathway",2099,"Timber",24232119.6775437
"3: Balanced Pathway",2100,"Fuel",276988.820560909
"3: Balanced Pathway",2100,"Timber",20403732.8762175
"4: Widespread Engagement",2015,"Timber",8313734.42168548
"4: Widespread Engagement",2016,"Timber",12456478.918239
"4: Widespread Engagement",2017,"Timber",12456478.918239
"4: Widespread Engagement",2018,"Timber",12459326.3558453
"4: Widespread Engagement",2019,"Timber",12691911.7387349
"4: Widespread Engagement",2020,"Fuel",0
"4: Widespread Engagement",2020,"Timber",13157942.7675564
"4: Widespread Engagement",2021,"Fuel",0
"4: Widespread Engagement",2021,"Timber",13031706.5509523
"4: Widespread Engagement",2022,"Fuel",0
"4: Widespread Engagement",2022,"Timber",13017970.4472749
"4: Widespread Engagement",2023,"Fuel",0
"4: Widespread Engagement",2023,"Timber",13006745.4374027
"4: Widespread Engagement",2024,"Fuel",0
"4: Widespread Engagement",2024,"Timber",13034416.869059
"4: Widespread Engagement",2025,"Fuel",0
"4: Widespread Engagement",2025,"Timber",13029908.1077781
"4: Widespread Engagement",2026,"Fuel",0
"4: Widespread Engagement",2026,"Timber",12088389.992744
"4: Widespread Engagement",2027,"Fuel",0
"4: Widespread Engagement",2027,"Timber",12134341.300326
"4: Widespread Engagement",2028,"Fuel",0
"4: Widespread Engagement",2028,"Timber",12427254.2288677
"4: Widespread Engagement",2029,"Fuel",0
"4: Widespread Engagement",2029,"Timber",12617847.2501969
"4: Widespread Engagement",2030,"Fuel",0
"4: Widespread Engagement",2030,"Timber",12659682.2128649
"4: Widespread Engagement",2031,"Fuel",0
"4: Widespread Engagement",2031,"Timber",12702277.5363064
"4: Widespread Engagement",2032,"Fuel",0
"4: Widespread Engagement",2032,"Timber",12796763.2491711
"4: Widespread Engagement",2033,"Fuel",0
"4: Widespread Engagement",2033,"Timber",12891308.4204938
"4: Widespread Engagement",2034,"Fuel",0
"4: Widespread Engagement",2034,"Timber",13096461.1671502
"4: Widespread Engagement",2035,"Fuel",0
"4: Widespread Engagement",2035,"Timber",12756444.1266144
"4: Widespread Engagement",2036,"Fuel",0
"4: Widespread Engagement",2036,"Timber",11342160.3459932
"4: Widespread Engagement",2037,"Fuel",0
"4: Widespread Engagement",2037,"Timber",11462160.9459932
"4: Widespread Engagement",2038,"Fuel",0
"4: Widespread Engagement",2038,"Timber",11582163.0765499
"4: Widespread Engagement",2039,"Fuel",0
"4: Widespread Engagement",2039,"Timber",12914784.9788632
"4: Widespread Engagement",2040,"Fuel",0
"4: Widespread Engagement",2040,"Timber",13121510.2985155
"4: Widespread Engagement",2041,"Fuel",0
"4: Widespread Engagement",2041,"Timber",13077486.9016651
"4: Widespread Engagement",2042,"Fuel",0
"4: Widespread Engagement",2042,"Timber",13200716.8490725
"4: Widespread Engagement",2043,"Fuel",0
"4: Widespread Engagement",2043,"Timber",13320726.8452196
"4: Widespread Engagement",2044,"Fuel",0
"4: Widespread Engagement",2044,"Timber",13600704.320848
"4: Widespread Engagement",2045,"Fuel",0
"4: Widespread Engagement",2045,"Timber",13889386.2768685
"4: Widespread Engagement",2046,"Fuel",0
"4: Widespread Engagement",2046,"Timber",12372000.4279451
"4: Widespread Engagement",2047,"Fuel",0
"4: Widespread Engagement",2047,"Timber",12498310.1680144
"4: Widespread Engagement",2048,"Fuel",0
"4: Widespread Engagement",2048,"Timber",12618503.2633532
"4: Widespread Engagement",2049,"Fuel",0
"4: Widespread Engagement",2049,"Timber",12834854.9977068
"4: Widespread Engagement",2050,"Fuel",0
"4: Widespread Engagement",2050,"Timber",13138980.9234596
"4: Widespread Engagement",2051,"Fuel",0
"4: Widespread Engagement",2051,"Timber",13063520.1351628
"4: Widespread Engagement",2052,"Fuel",0
"4: Widespread Engagement",2052,"Timber",13066033.4458384
"4: Widespread Engagement",2053,"Fuel",0
"4: Widespread Engagement",2053,"Timber",13066033.4458384
"4: Widespread Engagement",2054,"Fuel",0
"4: Widespread Engagement",2054,"Timber",13164649.8853036
"4: Widespread Engagement",2055,"Fuel",276886.812695455
"4: Widespread Engagement",2055,"Timber",13279264.4349094
"4: Widespread Engagement",2056,"Fuel",276886.812695455
"4: Widespread Engagement",2056,"Timber",11381964.1920986
"4: Widespread Engagement",2057,"Fuel",276886.812695455
"4: Widespread Engagement",2057,"Timber",11384888.8265764
"4: Widespread Engagement",2058,"Fuel",276886.812695455
"4: Widespread Engagement",2058,"Timber",11384888.8265764
"4: Widespread Engagement",2059,"Fuel",276886.812695455
"4: Widespread Engagement",2059,"Timber",15984378.6605919
"4: Widespread Engagement",2060,"Fuel",277019.674791818
"4: Widespread Engagement",2060,"Timber",16120660.0860064
"4: Widespread Engagement",2061,"Fuel",277019.674791818
"4: Widespread Engagement",2061,"Timber",16450163.2619521
"4: Widespread Engagement",2062,"Fuel",277019.674791818
"4: Widespread Engagement",2062,"Timber",16484643.1390924
"4: Widespread Engagement",2063,"Fuel",277019.674791818
"4: Widespread Engagement",2063,"Timber",16484643.1390924
"4: Widespread Engagement",2064,"Fuel",1265221.18836
"4: Widespread Engagement",2064,"Timber",16490479.1617531
"4: Widespread Engagement",2065,"Fuel",1265149.71988636
"4: Widespread Engagement",2065,"Timber",16617660.9574026
"4: Widespread Engagement",2066,"Fuel",1265149.71988636
"4: Widespread Engagement",2066,"Timber",13937269.2312733
"4: Widespread Engagement",2067,"Fuel",1265149.71988636
"4: Widespread Engagement",2067,"Timber",13965888.0307886
"4: Widespread Engagement",2068,"Fuel",1265149.71988636
"4: Widespread Engagement",2068,"Timber",13965888.0307886
"4: Widespread Engagement",2069,"Fuel",1264962.41205682
"4: Widespread Engagement",2069,"Timber",13927909.9136357
"4: Widespread Engagement",2070,"Fuel",1264982.87659773
"4: Widespread Engagement",2070,"Timber",15783542.4450638
"4: Widespread Engagement",2071,"Fuel",1264982.87659773
"4: Widespread Engagement",2071,"Timber",15764213.5809584
"4: Widespread Engagement",2072,"Fuel",1264982.87659773
"4: Widespread Engagement",2072,"Timber",15974570.2092278
"4: Widespread Engagement",2073,"Fuel",1264982.87659773
"4: Widespread Engagement",2073,"Timber",15974570.2092278
"4: Widespread Engagement",2074,"Fuel",1265321.41449545
"4: Widespread Engagement",2074,"Timber",15947377.3787476
"4: Widespread Engagement",2075,"Fuel",1265215.62856091
"4: Widespread Engagement",2075,"Timber",18102809.8372997
"4: Widespread Engagement",2076,"Fuel",1265215.62856091
"4: Widespread Engagement",2076,"Timber",15819990.1566985
"4: Widespread Engagement",2077,"Fuel",1265215.62856091
"4: Widespread Engagement",2077,"Timber",15836105.8647039
"4: Widespread Engagement",2078,"Fuel",1265215.62856091
"4: Widespread Engagement",2078,"Timber",15836105.8647039
"4: Widespread Engagement",2079,"Fuel",1265109.37214045
"4: Widespread Engagement",2079,"Timber",18987728.9020574
"4: Widespread Engagement",2080,"Fuel",1265249.47553591
"4: Widespread Engagement",2080,"Timber",23158718.0401098
"4: Widespread Engagement",2081,"Fuel",1265249.47553591
"4: Widespread Engagement",2081,"Timber",23161459.592299
"4: Widespread Engagement",2082,"Fuel",1265249.47553591
"4: Widespread Engagement",2082,"Timber",23308796.8956197
"4: Widespread Engagement",2083,"Fuel",1265249.47553591
"4: Widespread Engagement",2083,"Timber",23308796.8956197
"4: Widespread Engagement",2084,"Fuel",1265272.70368364
"4: Widespread Engagement",2084,"Timber",23234964.0964246
"4: Widespread Engagement",2085,"Fuel",988269.715363636
"4: Widespread Engagement",2085,"Timber",22256336.2424425
"4: Widespread Engagement",2086,"Fuel",988269.715363636
"4: Widespread Engagement",2086,"Timber",22256830.715893
"4: Widespread Engagement",2087,"Fuel",988269.715363636
"4: Widespread Engagement",2087,"Timber",22378618.1844849
"4: Widespread Engagement",2088,"Fuel",988269.715363636
"4: Widespread Engagement",2088,"Timber",22378618.1844849
"4: Widespread Engagement",2089,"Fuel",988174.825909091
"4: Widespread Engagement",2089,"Timber",22253080.1728055
"4: Widespread Engagement",2090,"Fuel",988174.825909091
"4: Widespread Engagement",2090,"Timber",22676702.6031615
"4: Widespread Engagement",2091,"Fuel",988174.825909091
"4: Widespread Engagement",2091,"Timber",22921179.1210152
"4: Widespread Engagement",2092,"Fuel",988174.825909091
"4: Widespread Engagement",2092,"Timber",23994714.5849563
"4: Widespread Engagement",2093,"Fuel",1265061.63860455
"4: Widespread Engagement",2093,"Timber",24047362.0640461
"4: Widespread Engagement",2094,"Fuel",276886.812695455
"4: Widespread Engagement",2094,"Timber",23921521.2887988
"4: Widespread Engagement",2095,"Fuel",276886.812695455
"4: Widespread Engagement",2095,"Timber",24223795.2304676
"4: Widespread Engagement",2096,"Fuel",276886.812695455
"4: Widespread Engagement",2096,"Timber",24223796.3128883
"4: Widespread Engagement",2097,"Fuel",276886.812695455
"4: Widespread Engagement",2097,"Timber",24291211.2880775
"4: Widespread Engagement",2098,"Fuel",277019.674791818
"4: Widespread Engagement",2098,"Timber",24406359.9051809
"4: Widespread Engagement",2099,"Fuel",277019.674791818
"4: Widespread Engagement",2099,"Timber",21376887.6161148
"4: Widespread Engagement",2100,"Fuel",277019.674791818
"4: Widespread Engagement",2100,"Timber",15377279.6618525
"5: NBS",2015,"Timber",8313734.42168548
"5: NBS",2016,"Timber",12456478.918239
"5: NBS",2017,"Timber",12456478.918239
"5: NBS",2018,"Timber",12459326.3558453
"5: NBS",2019,"Timber",12691911.7387349
"5: NBS",2020,"Fuel",0
"5: NBS",2020,"Timber",13876427.1745408
"5: NBS",2021,"Fuel",0
"5: NBS",2021,"Timber",13693253.586372
"5: NBS",2022,"Fuel",0
"5: NBS",2022,"Timber",13622316.4424628
"5: NBS",2023,"Fuel",0
"5: NBS",2023,"Timber",13553965.7135036
"5: NBS",2024,"Fuel",0
"5: NBS",2024,"Timber",13524003.8527018
"5: NBS",2025,"Fuel",0
"5: NBS",2025,"Timber",13485088.686768
"5: NBS",2026,"Fuel",0
"5: NBS",2026,"Timber",12458867.5829654
"5: NBS",2027,"Fuel",0
"5: NBS",2027,"Timber",12396605.820815
"5: NBS",2028,"Fuel",0
"5: NBS",2028,"Timber",12571714.7886926
"5: NBS",2029,"Fuel",0
"5: NBS",2029,"Timber",12647121.2097458
"5: NBS",2030,"Fuel",0
"5: NBS",2030,"Timber",12589590.7812108
"5: NBS",2031,"Fuel",0
"5: NBS",2031,"Timber",12470507.8106882
"5: NBS",2032,"Fuel",0
"5: NBS",2032,"Timber",12401393.7134038
"5: NBS",2033,"Fuel",0
"5: NBS",2033,"Timber",12332441.1561223
"5: NBS",2034,"Fuel",0
"5: NBS",2034,"Timber",12369997.9098827
"5: NBS",2035,"Fuel",0
"5: NBS",2035,"Timber",12059470.0417669
"5: NBS",2036,"Fuel",0
"5: NBS",2036,"Timber",10588035.7408695
"5: NBS",2037,"Fuel",0
"5: NBS",2037,"Timber",10550954.5407349
"5: NBS",2038,"Fuel",0
"5: NBS",2038,"Timber",10514316.9392634
"5: NBS",2039,"Fuel",0
"5: NBS",2039,"Timber",11624050.3572782
"5: NBS",2040,"Fuel",0
"5: NBS",2040,"Timber",11670851.6115431
"5: NBS",2041,"Fuel",0
"5: NBS",2041,"Timber",11474685.5569453
"5: NBS",2042,"Fuel",0
"5: NBS",2042,"Timber",11435022.2441954
"5: NBS",2043,"Fuel",0
"5: NBS",2043,"Timber",11392113.2829633
"5: NBS",2044,"Fuel",0
"5: NBS",2044,"Timber",11493517.1500979
"5: NBS",2045,"Fuel",0
"5: NBS",2045,"Timber",11739088.0913798
"5: NBS",2046,"Fuel",0
"5: NBS",2046,"Timber",10192745.1669783
"5: NBS",2047,"Fuel",0
"5: NBS",2047,"Timber",10166755.7312958
"5: NBS",2048,"Fuel",0
"5: NBS",2048,"Timber",10134970.8012631
"5: NBS",2049,"Fuel",0
"5: NBS",2049,"Timber",10188397.8370936
"5: NBS",2050,"Fuel",0
"5: NBS",2050,"Timber",9436459.79144311
"5: NBS",2051,"Fuel",0
"5: NBS",2051,"Timber",9368845.83198446
"5: NBS",2052,"Fuel",0
"5: NBS",2052,"Timber",9371277.07527142
"5: NBS",2053,"Fuel",0
"5: NBS",2053,"Timber",9371277.07527142
"5: NBS",2054,"Fuel",0
"5: NBS",2054,"Timber",9459273.9061326
"5: NBS",2055,"Fuel",276961.744399091
"5: NBS",2055,"Timber",9607832.61991081
"5: NBS",2056,"Fuel",276961.744399091
"5: NBS",2056,"Timber",7958509.7132106
"5: NBS",2057,"Fuel",276961.744399091
"5: NBS",2057,"Timber",7961350.14813753
"5: NBS",2058,"Fuel",276961.744399091
"5: NBS",2058,"Timber",7961350.14813753
"5: NBS",2059,"Fuel",276961.744399091
"5: NBS",2059,"Timber",12091451.417014
"5: NBS",2060,"Fuel",276972.448928182
"5: NBS",2060,"Timber",12260199.6964509
"5: NBS",2061,"Fuel",276972.448928182
"5: NBS",2061,"Timber",12576413.5664496
"5: NBS",2062,"Fuel",276972.448928182
"5: NBS",2062,"Timber",12607873.0358595
"5: NBS",2063,"Fuel",276972.448928182
"5: NBS",2063,"Timber",12607873.0358595
"5: NBS",2064,"Fuel",1265321.73305318
"5: NBS",2064,"Timber",12612705.0386055
"5: NBS",2065,"Fuel",1265266.00653409
"5: NBS",2065,"Timber",12777280.7679268
"5: NBS",2066,"Fuel",1265266.00653409
"5: NBS",2066,"Timber",10281006.8087881
"5: NBS",2067,"Fuel",1265266.00653409
"5: NBS",2067,"Timber",10307393.747946
"5: NBS",2068,"Fuel",1265266.00653409
"5: NBS",2068,"Timber",10307393.747946
"5: NBS",2069,"Fuel",1265195.33365909
"5: NBS",2069,"Timber",10272421.7806043
"5: NBS",2070,"Fuel",1265263.96858091
"5: NBS",2070,"Timber",12674450.0073216
"5: NBS",2071,"Fuel",1265263.96858091
"5: NBS",2071,"Timber",12657652.0739255
"5: NBS",2072,"Fuel",1265263.96858091
"5: NBS",2072,"Timber",12861081.726147
"5: NBS",2073,"Fuel",1265263.96858091
"5: NBS",2073,"Timber",12861081.726147
"5: NBS",2074,"Fuel",1265354.41009227
"5: NBS",2074,"Timber",12835871.1168141
"5: NBS",2075,"Fuel",1265312.85133227
"5: NBS",2075,"Timber",15586278.9397427
"5: NBS",2076,"Fuel",1265312.85133227
"5: NBS",2076,"Timber",13604664.5588037
"5: NBS",2077,"Fuel",1265312.85133227
"5: NBS",2077,"Timber",13619371.1629165
"5: NBS",2078,"Fuel",1265312.85133227
"5: NBS",2078,"Timber",13619371.1629165
"5: NBS",2079,"Fuel",1265296.04799136
"5: NBS",2079,"Timber",16346096.3156975
"5: NBS",2080,"Fuel",1265383.25841955
"5: NBS",2080,"Timber",21827744.5742187
"5: NBS",2081,"Fuel",1265383.25841955
"5: NBS",2081,"Timber",21830124.8900422
"5: NBS",2082,"Fuel",1265383.25841955
"5: NBS",2082,"Timber",21962575.0816167
"5: NBS",2083,"Fuel",1265383.25841955
"5: NBS",2083,"Timber",21962575.0816167
"5: NBS",2084,"Fuel",1265284.41523773
"5: NBS",2084,"Timber",21898094.3329465
"5: NBS",2085,"Fuel",988253.406238636
"5: NBS",2085,"Timber",20562681.5468123
"5: NBS",2086,"Fuel",988253.406238636
"5: NBS",2086,"Timber",20562972.2215412
"5: NBS",2087,"Fuel",988253.406238636
"5: NBS",2087,"Timber",20672688.6392071
"5: NBS",2088,"Fuel",988253.406238636
"5: NBS",2088,"Timber",20672688.6392071
"5: NBS",2089,"Fuel",988112.060488636
"5: NBS",2089,"Timber",20560454.2143501
"5: NBS",2090,"Fuel",988112.060488636
"5: NBS",2090,"Timber",20621739.8208703
"5: NBS",2091,"Fuel",988112.060488636
"5: NBS",2091,"Timber",20833958.6069351
"5: NBS",2092,"Fuel",988112.060488636
"5: NBS",2092,"Timber",21815320.5559541
"5: NBS",2093,"Fuel",1265073.80488773
"5: NBS",2093,"Timber",21886905.3682266
"5: NBS",2094,"Fuel",276961.744399091
"5: NBS",2094,"Timber",21771917.410077
"5: NBS",2095,"Fuel",276961.744399091
"5: NBS",2095,"Timber",22765870.6955778
"5: NBS",2096,"Fuel",276961.744399091
"5: NBS",2096,"Timber",22765871.7153307
"5: NBS",2097,"Fuel",276961.744399091
"5: NBS",2097,"Timber",22826487.7747794
"5: NBS",2098,"Fuel",276972.448928182
"5: NBS",2098,"Timber",22975306.5451489
"5: NBS",2099,"Fuel",276972.448928182
"5: NBS",2099,"Timber",20285928.0346881
"5: NBS",2100,"Fuel",276972.448928182
"5: NBS",2100,"Timber",11962752.0681691
"6: NBS with biomass crops",2015,"Timber",8313734.42168548
"6: NBS with biomass crops",2016,"Timber",12456478.918239
"6: NBS with biomass crops",2017,"Timber",12456478.918239
"6: NBS with biomass crops",2018,"Timber",12459326.3558453
"6: NBS with biomass crops",2019,"Timber",12691911.7387349
"6: NBS with biomass crops",2020,"Fuel",0
"6: NBS with biomass crops",2020,"Timber",13876427.1745408
"6: NBS with biomass crops",2021,"Fuel",0
"6: NBS with biomass crops",2021,"Timber",13707638.586372
"6: NBS with biomass crops",2022,"Fuel",0
"6: NBS with biomass crops",2022,"Timber",13651086.4424628
"6: NBS with biomass crops",2023,"Fuel",0
"6: NBS with biomass crops",2023,"Timber",13597120.7135036
"6: NBS with biomass crops",2024,"Fuel",0
"6: NBS with biomass crops",2024,"Timber",13581543.8527018
"6: NBS with biomass crops",2025,"Fuel",0
"6: NBS with biomass crops",2025,"Timber",13557013.686768
"6: NBS with biomass crops",2026,"Fuel",0
"6: NBS with biomass crops",2026,"Timber",12600381.4829654
"6: NBS with biomass crops",2027,"Fuel",0
"6: NBS with biomass crops",2027,"Timber",12607708.620815
"6: NBS with biomass crops",2028,"Fuel",0
"6: NBS with biomass crops",2028,"Timber",12852406.4886926
"6: NBS with biomass crops",2029,"Fuel",0
"6: NBS with biomass crops",2029,"Timber",12997401.8097458
"6: NBS with biomass crops",2030,"Fuel",0
"6: NBS with biomass crops",2030,"Timber",13009460.2812108
"6: NBS with biomass crops",2031,"Fuel",0
