"scenario","year","category","hwp"
"6: NBS with biomass crops",2031,"Timber",13010394.1106882
"6: NBS with biomass crops",2032,"Fuel",0
"6: NBS with biomass crops",2032,"Timber",13061296.8134038
"6: NBS with biomass crops",2033,"Fuel",0
"6: NBS with biomass crops",2033,"Timber",13112361.0561223
"6: NBS with biomass crops",2034,"Fuel",0
"6: NBS with biomass crops",2034,"Timber",13269934.6098827
"6: NBS with biomass crops",2035,"Fuel",0
"6: NBS with biomass crops",2035,"Timber",13079423.5417669
"6: NBS with biomass crops",2036,"Fuel",0
"6: NBS with biomass crops",2036,"Timber",11727970.6408695
"6: NBS with biomass crops",2037,"Fuel",0
"6: NBS with biomass crops",2037,"Timber",11810870.8407349
"6: NBS with biomass crops",2038,"Fuel",0
"6: NBS with biomass crops",2038,"Timber",11894214.6392634
"6: NBS with biomass crops",2039,"Fuel",0
"6: NBS with biomass crops",2039,"Timber",13123929.4572782
"6: NBS with biomass crops",2040,"Fuel",0
"6: NBS with biomass crops",2040,"Timber",13290712.1115431
"6: NBS with biomass crops",2041,"Fuel",0
"6: NBS with biomass crops",2041,"Timber",13214540.8069453
"6: NBS with biomass crops",2042,"Fuel",0
"6: NBS with biomass crops",2042,"Timber",13294872.2441954
"6: NBS with biomass crops",2043,"Fuel",0
"6: NBS with biomass crops",2043,"Timber",13371958.0329633
"6: NBS with biomass crops",2044,"Fuel",0
"6: NBS with biomass crops",2044,"Timber",13593356.6500979
"6: NBS with biomass crops",2045,"Fuel",0
"6: NBS with biomass crops",2045,"Timber",13958922.3413798
"6: NBS with biomass crops",2046,"Fuel",0
"6: NBS with biomass crops",2046,"Timber",12532587.3669783
"6: NBS with biomass crops",2047,"Fuel",0
"6: NBS with biomass crops",2047,"Timber",12626605.8812958
"6: NBS with biomass crops",2048,"Fuel",0
"6: NBS with biomass crops",2048,"Timber",12714828.9012631
"6: NBS with biomass crops",2049,"Fuel",0
"6: NBS with biomass crops",2049,"Timber",12888263.8870936
"6: NBS with biomass crops",2050,"Fuel",0
"6: NBS with biomass crops",2050,"Timber",12256333.7914431
"6: NBS with biomass crops",2051,"Fuel",0
"6: NBS with biomass crops",2051,"Timber",12188719.8319845
"6: NBS with biomass crops",2052,"Fuel",0
"6: NBS with biomass crops",2052,"Timber",12191151.0752714
"6: NBS with biomass crops",2053,"Fuel",0
"6: NBS with biomass crops",2053,"Timber",12191151.0752714
"6: NBS with biomass crops",2054,"Fuel",0
"6: NBS with biomass crops",2054,"Timber",12279147.9061326
"6: NBS with biomass crops",2055,"Fuel",276961.744399091
"6: NBS with biomass crops",2055,"Timber",12427706.6199108
"6: NBS with biomass crops",2056,"Fuel",276961.744399091
"6: NBS with biomass crops",2056,"Timber",10778383.7132106
"6: NBS with biomass crops",2057,"Fuel",276961.744399091
"6: NBS with biomass crops",2057,"Timber",10781224.1481375
"6: NBS with biomass crops",2058,"Fuel",276961.744399091
"6: NBS with biomass crops",2058,"Timber",10781224.1481375
"6: NBS with biomass crops",2059,"Fuel",276961.744399091
"6: NBS with biomass crops",2059,"Timber",14911325.417014
"6: NBS with biomass crops",2060,"Fuel",276972.448928182
"6: NBS with biomass crops",2060,"Timber",15080073.6964509
"6: NBS with biomass crops",2061,"Fuel",276972.448928182
"6: NBS with biomass crops",2061,"Timber",15396287.5664496
"6: NBS with biomass crops",2062,"Fuel",276972.448928182
"6: NBS with biomass crops",2062,"Timber",15427747.0358595
"6: NBS with biomass crops",2063,"Fuel",276972.448928182
"6: NBS with biomass crops",2063,"Timber",15427747.0358595
"6: NBS with biomass crops",2064,"Fuel",1265321.73305318
"6: NBS with biomass crops",2064,"Timber",15432579.0386055
"6: NBS with biomass crops",2065,"Fuel",1265266.00653409
"6: NBS with biomass crops",2065,"Timber",15597154.7679268
"6: NBS with biomass crops",2066,"Fuel",1265266.00653409
"6: NBS with biomass crops",2066,"Timber",13100880.8087881
"6: NBS with biomass crops",2067,"Fuel",1265266.00653409
"6: NBS with biomass crops",2067,"Timber",13127267.747946
"6: NBS with biomass crops",2068,"Fuel",1265266.00653409
"6: NBS with biomass crops",2068,"Timber",13127267.747946
"6: NBS with biomass crops",2069,"Fuel",1265195.33365909
"6: NBS with biomass crops",2069,"Timber",13092295.7806043
"6: NBS with biomass crops",2070,"Fuel",1265263.96858091
"6: NBS with biomass crops",2070,"Timber",15494324.0073216
"6: NBS with biomass crops",2071,"Fuel",1265263.96858091
"6: NBS with biomass crops",2071,"Timber",15477526.0739255
"6: NBS with biomass crops",2072,"Fuel",1265263.96858091
"6: NBS with biomass crops",2072,"Timber",15680955.726147
"6: NBS with biomass crops",2073,"Fuel",1265263.96858091
"6: NBS with biomass crops",2073,"Timber",15680955.726147
"6: NBS with biomass crops",2074,"Fuel",1265354.41009227
"6: NBS with biomass crops",2074,"Timber",15655745.1168141
"6: NBS with biomass crops",2075,"Fuel",1265312.85133227
"6: NBS with biomass crops",2075,"Timber",18406152.9397428
"6: NBS with biomass crops",2076,"Fuel",1265312.85133227
"6: NBS with biomass crops",2076,"Timber",16424538.5588037
"6: NBS with biomass crops",2077,"Fuel",1265312.85133227
"6: NBS with biomass crops",2077,"Timber",16439245.1629165
"6: NBS with biomass crops",2078,"Fuel",1265312.85133227
"6: NBS with biomass crops",2078,"Timber",16439245.1629165
"6: NBS with biomass crops",2079,"Fuel",1265296.04799136
"6: NBS with biomass crops",2079,"Timber",19165970.3156975
"6: NBS with biomass crops",2080,"Fuel",1265383.25841955
"6: NBS with biomass crops",2080,"Timber",24647618.5742187
"6: NBS with biomass crops",2081,"Fuel",1265383.25841955
"6: NBS with biomass crops",2081,"Timber",24649998.8900422
"6: NBS with biomass crops",2082,"Fuel",1265383.25841955
"6: NBS with biomass crops",2082,"Timber",24782449.0816167
"6: NBS with biomass crops",2083,"Fuel",1265383.25841955
"6: NBS with biomass crops",2083,"Timber",24782449.0816167
"6: NBS with biomass crops",2084,"Fuel",1265284.41523773
"6: NBS with biomass crops",2084,"Timber",24717968.3329465
"6: NBS with biomass crops",2085,"Fuel",988253.406238636
"6: NBS with biomass crops",2085,"Timber",23382555.5468123
"6: NBS with biomass crops",2086,"Fuel",988253.406238636
"6: NBS with biomass crops",2086,"Timber",23382846.2215412
"6: NBS with biomass crops",2087,"Fuel",988253.406238636
"6: NBS with biomass crops",2087,"Timber",23492562.6392071
"6: NBS with biomass crops",2088,"Fuel",988253.406238636
"6: NBS with biomass crops",2088,"Timber",23492562.6392071
"6: NBS with biomass crops",2089,"Fuel",988112.060488636
"6: NBS with biomass crops",2089,"Timber",23380328.2143501
"6: NBS with biomass crops",2090,"Fuel",988112.060488636
"6: NBS with biomass crops",2090,"Timber",23441613.8208703
"6: NBS with biomass crops",2091,"Fuel",988112.060488636
"6: NBS with biomass crops",2091,"Timber",23653832.6069351
"6: NBS with biomass crops",2092,"Fuel",988112.060488636
"6: NBS with biomass crops",2092,"Timber",24635194.5559541
"6: NBS with biomass crops",2093,"Fuel",1265073.80488773
"6: NBS with biomass crops",2093,"Timber",24706779.3682266
"6: NBS with biomass crops",2094,"Fuel",276961.744399091
"6: NBS with biomass crops",2094,"Timber",24591791.410077
"6: NBS with biomass crops",2095,"Fuel",276961.744399091
"6: NBS with biomass crops",2095,"Timber",25585744.6955778
"6: NBS with biomass crops",2096,"Fuel",276961.744399091
"6: NBS with biomass crops",2096,"Timber",25585745.7153307
"6: NBS with biomass crops",2097,"Fuel",276961.744399091
"6: NBS with biomass crops",2097,"Timber",25646361.7747794
"6: NBS with biomass crops",2098,"Fuel",276972.448928182
"6: NBS with biomass crops",2098,"Timber",25795180.5451489
"6: NBS with biomass crops",2099,"Fuel",276972.448928182
"6: NBS with biomass crops",2099,"Timber",23105802.0346881
"6: NBS with biomass crops",2100,"Fuel",276972.448928182
"6: NBS with biomass crops",2100,"Timber",14782626.0681691
"7: NBS with organic farming",2015,"Timber",8313734.42168548
"7: NBS with organic farming",2016,"Timber",12456478.918239
"7: NBS with organic farming",2017,"Timber",12456478.918239
"7: NBS with organic farming",2018,"Timber",12459326.3558453
"7: NBS with organic farming",2019,"Timber",12691911.7387349
"7: NBS with organic farming",2020,"Fuel",0
"7: NBS with organic farming",2020,"Timber",13876427.1745408
"7: NBS with organic farming",2021,"Fuel",0
"7: NBS with organic farming",2021,"Timber",13693253.586372
"7: NBS with organic farming",2022,"Fuel",0
"7: NBS with organic farming",2022,"Timber",13622316.4424628
"7: NBS with organic farming",2023,"Fuel",0
"7: NBS with organic farming",2023,"Timber",13553965.7135036
"7: NBS with organic farming",2024,"Fuel",0
"7: NBS with organic farming",2024,"Timber",13524003.8527018
"7: NBS with organic farming",2025,"Fuel",0
"7: NBS with organic farming",2025,"Timber",13485088.686768
"7: NBS with organic farming",2026,"Fuel",0
"7: NBS with organic farming",2026,"Timber",12458867.5829654
"7: NBS with organic farming",2027,"Fuel",0
"7: NBS with organic farming",2027,"Timber",12396605.820815
"7: NBS with organic farming",2028,"Fuel",0
"7: NBS with organic farming",2028,"Timber",12571714.7886926
"7: NBS with organic farming",2029,"Fuel",0
"7: NBS with organic farming",2029,"Timber",12647121.2097458
"7: NBS with organic farming",2030,"Fuel",0
"7: NBS with organic farming",2030,"Timber",12589590.7812108
"7: NBS with organic farming",2031,"Fuel",0
"7: NBS with organic farming",2031,"Timber",12470507.8106882
"7: NBS with organic farming",2032,"Fuel",0
"7: NBS with organic farming",2032,"Timber",12401393.7134038
"7: NBS with organic farming",2033,"Fuel",0
"7: NBS with organic farming",2033,"Timber",12332441.1561223
"7: NBS with organic farming",2034,"Fuel",0
"7: NBS with organic farming",2034,"Timber",12369997.9098827
"7: NBS with organic farming",2035,"Fuel",0
"7: NBS with organic farming",2035,"Timber",12059470.0417669
"7: NBS with organic farming",2036,"Fuel",0
"7: NBS with organic farming",2036,"Timber",10588035.7408695
"7: NBS with organic farming",2037,"Fuel",0
"7: NBS with organic farming",2037,"Timber",10550954.5407349
"7: NBS with organic farming",2038,"Fuel",0
"7: NBS with organic farming",2038,"Timber",10514316.9392634
"7: NBS with organic farming",2039,"Fuel",0
"7: NBS with organic farming",2039,"Timber",11624050.3572782
"7: NBS with organic farming",2040,"Fuel",0
"7: NBS with organic farming",2040,"Timber",11670851.6115431
"7: NBS with organic farming",2041,"Fuel",0
"7: NBS with organic farming",2041,"Timber",11474685.5569453
"7: NBS with organic farming",2042,"Fuel",0
"7: NBS with organic farming",2042,"Timber",11435022.2441954
"7: NBS with organic farming",2043,"Fuel",0
"7: NBS with organic farming",2043,"Timber",11392113.2829633
"7: NBS with organic farming",2044,"Fuel",0
"7: NBS with organic farming",2044,"Timber",11493517.1500979
"7: NBS with organic farming",2045,"Fuel",0
"7: NBS with organic farming",2045,"Timber",11739088.0913798
"7: NBS with organic farming",2046,"Fuel",0
"7: NBS with organic farming",2046,"Timber",10192745.1669783
"7: NBS with organic farming",2047,"Fuel",0
"7: NBS with organic farming",2047,"Timber",10166755.7312958
"7: NBS with organic farming",2048,"Fuel",0
"7: NBS with organic farming",2048,"Timber",10134970.8012631
"7: NBS with organic farming",2049,"Fuel",0
"7: NBS with organic farming",2049,"Timber",10188397.8370936
"7: NBS with organic farming",2050,"Fuel",0
"7: NBS with organic farming",2050,"Timber",9436459.79144311
"7: NBS with organic farming",2051,"Fuel",0
"7: NBS with organic farming",2051,"Timber",9368845.83198446
"7: NBS with organic farming",2052,"Fuel",0
"7: NBS with organic farming",2052,"Timber",9371277.07527142
"7: NBS with organic farming",2053,"Fuel",0
"7: NBS with organic farming",2053,"Timber",9371277.07527142
"7: NBS with organic farming",2054,"Fuel",0
"7: NBS with organic farming",2054,"Timber",9459273.9061326
"7: NBS with organic farming",2055,"Fuel",276961.744399091
"7: NBS with organic farming",2055,"Timber",9607832.61991081
"7: NBS with organic farming",2056,"Fuel",276961.744399091
"7: NBS with organic farming",2056,"Timber",7958509.7132106
"7: NBS with organic farming",2057,"Fuel",276961.744399091
"7: NBS with organic farming",2057,"Timber",7961350.14813753
"7: NBS with organic farming",2058,"Fuel",276961.744399091
"7: NBS with organic farming",2058,"Timber",7961350.14813753
"7: NBS with organic farming",2059,"Fuel",276961.744399091
"7: NBS with organic farming",2059,"Timber",12091451.417014
"7: NBS with organic farming",2060,"Fuel",276972.448928182
"7: NBS with organic farming",2060,"Timber",12260199.6964509
"7: NBS with organic farming",2061,"Fuel",276972.448928182
"7: NBS with organic farming",2061,"Timber",12576413.5664496
"7: NBS with organic farming",2062,"Fuel",276972.448928182
"7: NBS with organic farming",2062,"Timber",12607873.0358595
"7: NBS with organic farming",2063,"Fuel",276972.448928182
"7: NBS with organic farming",2063,"Timber",12607873.0358595
"7: NBS with organic farming",2064,"Fuel",1265321.73305318
"7: NBS with organic farming",2064,"Timber",12612705.0386055
"7: NBS with organic farming",2065,"Fuel",1265266.00653409
"7: NBS with organic farming",2065,"Timber",12777280.7679268
"7: NBS with organic farming",2066,"Fuel",1265266.00653409
"7: NBS with organic farming",2066,"Timber",10281006.8087881
"7: NBS with organic farming",2067,"Fuel",1265266.00653409
"7: NBS with organic farming",2067,"Timber",10307393.747946
"7: NBS with organic farming",2068,"Fuel",1265266.00653409
"7: NBS with organic farming",2068,"Timber",10307393.747946
"7: NBS with organic farming",2069,"Fuel",1265195.33365909
"7: NBS with organic farming",2069,"Timber",10272421.7806043
"7: NBS with organic farming",2070,"Fuel",1265263.96858091
"7: NBS with organic farming",2070,"Timber",12674450.0073216
"7: NBS with organic farming",2071,"Fuel",1265263.96858091
"7: NBS with organic farming",2071,"Timber",12657652.0739255
"7: NBS with organic farming",2072,"Fuel",1265263.96858091
"7: NBS with organic farming",2072,"Timber",12861081.726147
"7: NBS with organic farming",2073,"Fuel",1265263.96858091
"7: NBS with organic farming",2073,"Timber",12861081.726147
"7: NBS with organic farming",2074,"Fuel",1265354.41009227
"7: NBS with organic farming",2074,"Timber",12835871.1168141
"7: NBS with organic farming",2075,"Fuel",1265312.85133227
"7: NBS with organic farming",2075,"Timber",15586278.9397427
"7: NBS with organic farming",2076,"Fuel",1265312.85133227
"7: NBS with organic farming",2076,"Timber",13604664.5588037
"7: NBS with organic farming",2077,"Fuel",1265312.85133227
"7: NBS with organic farming",2077,"Timber",13619371.1629165
"7: NBS with organic farming",2078,"Fuel",1265312.85133227
"7: NBS with organic farming",2078,"Timber",13619371.1629165
"7: NBS with organic farming",2079,"Fuel",1265296.04799136
"7: NBS with organic farming",2079,"Timber",16346096.3156975
"7: NBS with organic farming",2080,"Fuel",1265383.25841955
"7: NBS with organic farming",2080,"Timber",21827744.5742187
"7: NBS with organic farming",2081,"Fuel",1265383.25841955
"7: NBS with organic farming",2081,"Timber",21830124.8900422
"7: NBS with organic farming",2082,"Fuel",1265383.25841955
"7: NBS with organic farming",2082,"Timber",21962575.0816167
"7: NBS with organic farming",2083,"Fuel",1265383.25841955
"7: NBS with organic farming",2083,"Timber",21962575.0816167
"7: NBS with organic farming",2084,"Fuel",1265284.41523773
"7: NBS with organic farming",2084,"Timber",21898094.3329465
"7: NBS with organic farming",2085,"Fuel",988253.406238636
"7: NBS with organic farming",2085,"Timber",20562681.5468123
"7: NBS with organic farming",2086,"Fuel",988253.406238636
"7: NBS with organic farming",2086,"Timber",20562972.2215412
"7: NBS with organic farming",2087,"Fuel",988253.406238636
"7: NBS with organic farming",2087,"Timber",20672688.6392071
"7: NBS with organic farming",2088,"Fuel",988253.406238636
"7: NBS with organic farming",2088,"Timber",20672688.6392071
"7: NBS with organic farming",2089,"Fuel",988112.060488637
"7: NBS with organic farming",2089,"Timber",20560454.2143501
"7: NBS with organic farming",2090,"Fuel",988112.060488637
"7: NBS with organic farming",2090,"Timber",20621739.8208703
"7: NBS with organic farming",2091,"Fuel",988112.060488637
"7: NBS with organic farming",2091,"Timber",20833958.6069351
"7: NBS with organic farming",2092,"Fuel",988112.060488637
"7: NBS with organic farming",2092,"Timber",21815320.5559541
"7: NBS with organic farming",2093,"Fuel",1265073.80488773
"7: NBS with organic farming",2093,"Timber",21886905.3682266
"7: NBS with organic farming",2094,"Fuel",276961.744399091
"7: NBS with organic farming",2094,"Timber",21771917.410077
"7: NBS with organic farming",2095,"Fuel",276961.744399091
"7: NBS with organic farming",2095,"Timber",22765870.6955778
"7: NBS with organic farming",2096,"Fuel",276961.744399091
"7: NBS with organic farming",2096,"Timber",22765871.7153307
"7: NBS with organic farming",2097,"Fuel",276961.744399091
"7: NBS with organic farming",2097,"Timber",22826487.7747794
"7: NBS with organic farming",2098,"Fuel",276972.448928182
"7: NBS with organic farming",2098,"Timber",22975306.5451489
"7: NBS with organic farming",2099,"Fuel",276972.448928182
"7: NBS with organic farming",2099,"Timber",20285928.0346881
"7: NBS with organic farming",2100,"Fuel",276972.448928182
"7: NBS with organic farming",2100,"Timber",11962752.0681691
"8: NBS extra",2015,"Timber",8313734.42168548
"8: NBS extra",2016,"Timber",12456478.918239
"8: NBS extra",2017,"Timber",12456478.918239
"8: NBS extra",2018,"Timber",12459326.3558453
"8: NBS extra",2019,"Timber",12691911.7387349
"8: NBS extra",2020,"Fuel",0
"8: NBS extra",2020,"Timber",13876427.1745408
"8: NBS extra",2021,"Fuel",0
"8: NBS extra",2021,"Timber",13693253.586372
"8: NBS extra",2022,"Fuel",0
"8: NBS extra",2022,"Timber",13622316.4424628
"8: NBS extra",2023,"Fuel",0
"8: NBS extra",2023,"Timber",13553965.7135036
"8: NBS extra",2024,"Fuel",0
"8: NBS extra",2024,"Timber",13524003.8527018
"8: NBS extra",2025,"Fuel",0
"8: NBS extra",2025,"Timber",13485088.686768
"8: NBS extra",2026,"Fuel",0
"8: NBS extra",2026,"Timber",12458867.5829654
"8: NBS extra",2027,"Fuel",0
"8: NBS extra",2027,"Timber",12396605.820815
"8: NBS extra",2028,"Fuel",0
"8: NBS extra",2028,"Timber",12571714.7886926
"8: NBS extra",2029,"Fuel",0
"8: NBS extra",2029,"Timber",12647121.2097458
"8: NBS extra",2030,"Fuel",0
"8: NBS extra",2030,"Timber",12589590.7812108
"8: NBS extra",2031,"Fuel",0
"8: NBS extra",2031,"Timber",12470507.8106882
"8: NBS extra",2032,"Fuel",0
"8: NBS extra",2032,"Timber",12401393.7134038
"8: NBS extra",2033,"Fuel",0
"8: NBS extra",2033,"Timber",12332441.1561223
"8: NBS extra",2034,"Fuel",0
"8: NBS extra",2034,"Timber",12369997.9098827
"8: NBS extra",2035,"Fuel",0
"8: NBS extra",2035,"Timber",12059470.0417669
"8: NBS extra",2036,"Fuel",0
"8: NBS extra",2036,"Timber",10588035.7408695
"8: NBS extra",2037,"Fuel",0
"8: NBS extra",2037,"Timber",10550954.5407349
"8: NBS extra",2038,"Fuel",0
"8: NBS extra",2038,"Timber",10514316.9392634
"8: NBS extra",2039,"Fuel",0
"8: NBS extra",2039,"Timber",11624050.3572782
"8: NBS extra",2040,"Fuel",0
"8: NBS extra",2040,"Timber",11670851.6115431
"8: NBS extra",2041,"Fuel",0
"8: NBS extra",2041,"Timber",11474685.5569453
"8: NBS extra",2042,"Fuel",0
"8: NBS extra",2042,"Timber",11435022.2441954
"8: NBS extra",2043,"Fuel",0
"8: NBS extra",2043,"Timber",11392113.2829633
"8: NBS extra",2044,"Fuel",0
"8: NBS extra",2044,"Timber",11493517.1500979
"8: NBS extra",2045,"Fuel",0
"8: NBS extra",2045,"Timber",11739088.0913798
"8: NBS extra",2046,"Fuel",0
"8: NBS extra",2046,"Timber",10192745.1669783
"8: NBS extra",2047,"Fuel",0
"8: NBS extra",2047,"Timber",10166755.7312958
"8: NBS extra",2048,"Fuel",0
"8: NBS extra",2048,"Timber",10134970.8012631
"8: NBS extra",2049,"Fuel",0
"8: NBS extra",2049,"Timber",10188397.8370936
"8: NBS extra",2050,"Fuel",0
"8: NBS extra",2050,"Timber",9436459.79144311
"8: NBS extra",2051,"Fuel",0
"8: NBS extra",2051,"Timber",9368845.83198446
"8: NBS extra",2052,"Fuel",0
"8: NBS extra",2052,"Timber",9371277.07527142
"8: NBS extra",2053,"Fuel",0
"8: NBS extra",2053,"Timber",9371277.07527142
"8: NBS extra",2054,"Fuel",0
"8: NBS extra",2054,"Timber",9459273.9061326
"8: NBS extra",2055,"Fuel",276931.834685455
"8: NBS extra",2055,"Timber",9607832.61991081
"8: NBS extra",2056,"Fuel",276931.834685455
"8: NBS extra",2056,"Timber",7958509.7132106
"8: NBS extra",2057,"Fuel",276931.834685455
"8: NBS extra",2057,"Timber",7961350.14813753
"8: NBS extra",2058,"Fuel",276931.834685455
"8: NBS extra",2058,"Timber",7961350.14813753
"8: NBS extra",2059,"Fuel",276931.834685455
"8: NBS extra",2059,"Timber",12091451.417014
"8: NBS extra",2060,"Fuel",277000.469607273
"8: NBS extra",2060,"Timber",12260199.6964509
"8: NBS extra",2061,"Fuel",277000.469607273
"8: NBS extra",2061,"Timber",12576413.5664496
"8: NBS extra",2062,"Fuel",277000.469607273
"8: NBS extra",2062,"Timber",12607873.0358595
"8: NBS extra",2063,"Fuel",277000.469607273
"8: NBS extra",2063,"Timber",12607873.0358595
"8: NBS extra",2064,"Fuel",1265349.75373227
"8: NBS extra",2064,"Timber",12612705.0386055
"8: NBS extra",2065,"Fuel",1265378.71892864
"8: NBS extra",2065,"Timber",12777280.7679268
"8: NBS extra",2066,"Fuel",1265378.71892864
"8: NBS extra",2066,"Timber",10281006.8087881
"8: NBS extra",2067,"Fuel",1265378.71892864
"8: NBS extra",2067,"Timber",10307393.747946
"8: NBS extra",2068,"Fuel",1265378.71892864
"8: NBS extra",2068,"Timber",10307393.747946
"8: NBS extra",2069,"Fuel",1265293.71379227
"8: NBS extra",2069,"Timber",10272421.7806043
"8: NBS extra",2070,"Fuel",1265187.29817955
"8: NBS extra",2070,"Timber",12674450.0073216
"8: NBS extra",2071,"Fuel",1265187.29817955
"8: NBS extra",2071,"Timber",12657652.0739255
"8: NBS extra",2072,"Fuel",1265187.29817955
"8: NBS extra",2072,"Timber",12861081.726147
"8: NBS extra",2073,"Fuel",1265187.29817955
"8: NBS extra",2073,"Timber",12861081.726147
"8: NBS extra",2074,"Fuel",1265111.18892955
"8: NBS extra",2074,"Timber",12835871.1168141
"8: NBS extra",2075,"Fuel",1265137.005735
"8: NBS extra",2075,"Timber",15586278.9397427
"8: NBS extra",2076,"Fuel",1265137.005735
"8: NBS extra",2076,"Timber",13604664.5588037
"8: NBS extra",2077,"Fuel",1265137.005735
"8: NBS extra",2077,"Timber",13619371.1629165
"8: NBS extra",2078,"Fuel",1265137.005735
"8: NBS extra",2078,"Timber",13619371.1629165
"8: NBS extra",2079,"Fuel",1265061.88491682
"8: NBS extra",2079,"Timber",16346096.3156975
"8: NBS extra",2080,"Fuel",1265014.65905318
"8: NBS extra",2080,"Timber",21827744.5742187
"8: NBS extra",2081,"Fuel",1265014.65905318
"8: NBS extra",2081,"Timber",21830124.8900422
"8: NBS extra",2082,"Fuel",1265014.65905318
"8: NBS extra",2082,"Timber",21962575.0816167
"8: NBS extra",2083,"Fuel",1265014.65905318
"8: NBS extra",2083,"Timber",21962575.0816167
"8: NBS extra",2084,"Fuel",1265127.34028045
"8: NBS extra",2084,"Timber",21898094.3329465
"8: NBS extra",2085,"Fuel",988225.730147727
"8: NBS extra",2085,"Timber",20562681.5468123
"8: NBS extra",2086,"Fuel",988225.730147727
"8: NBS extra",2086,"Timber",20562972.2215412
"8: NBS extra",2087,"Fuel",988225.730147727
"8: NBS extra",2087,"Timber",20672688.6392071
"8: NBS extra",2088,"Fuel",988225.730147727
"8: NBS extra",2088,"Timber",20672688.6392071
"8: NBS extra",2089,"Fuel",988137.2655
"8: NBS extra",2089,"Timber",20560454.2143501
"8: NBS extra",2090,"Fuel",988137.2655
"8: NBS extra",2090,"Timber",20621739.8208703
"8: NBS extra",2091,"Fuel",988137.2655
"8: NBS extra",2091,"Timber",20833958.6069351
"8: NBS extra",2092,"Fuel",988137.2655
"8: NBS extra",2092,"Timber",21815320.5559541
"8: NBS extra",2093,"Fuel",1265069.10018545
"8: NBS extra",2093,"Timber",21886905.3682266
"8: NBS extra",2094,"Fuel",276931.834685455
"8: NBS extra",2094,"Timber",21771917.410077
"8: NBS extra",2095,"Fuel",276931.834685455
"8: NBS extra",2095,"Timber",22765870.6955778
"8: NBS extra",2096,"Fuel",276931.834685455
"8: NBS extra",2096,"Timber",22765871.7153307
"8: NBS extra",2097,"Fuel",276931.834685455
"8: NBS extra",2097,"Timber",22826487.7747794
"8: NBS extra",2098,"Fuel",277000.469607273
"8: NBS extra",2098,"Timber",22975306.5451489
"8: NBS extra",2099,"Fuel",277000.469607273
"8: NBS extra",2099,"Timber",20285928.0346881
"8: NBS extra",2100,"Fuel",277000.469607273
"8: NBS extra",2100,"Timber",11962752.0681691
